"","motive","times"
"1535","Jainad Baloch, spokesperson for the Baloch Liberation Army (BLA), claimed responsibility for the incident, stating that they executed the attack because of the Balochistan National Party's (BNP) participation in the Pakistani general elections.",1
"1536","Jaish Al-Adl claimed responsibility for the attack and stated that the assassination was in retaliation for the hanging of 16 prisoners in October 2013. However, Iranian officials posited that the attack was carried out due to the prosecutor's ""fairness"" in executing justice.",1
"1537","Jaish al-Adl claimed responsibility for the attack, stating that it was in retaliation for Iran's involvement in an alleged 'massacre' in Syria, as well as the poor treatment of Sunnis in Iran.",1
"1538","Jaish Al-Adl claimed responsibility for the incident and stated that the abduction was carried out in retaliation for the executions of fifteen Balochi citizens in Iran. Sources also posited that Jaish al-Adl had demanded the release of 300 Sunni prisoners in Iran and Syria in exchange for the victims.",1
"1539","Jaish al-Adl claimed responsibility for the incident and stated that the attack was carried out in retaliation to the regime's repression and demanded that the Iranian Revolutionary Guards Corps (IRGC) resign by 2016.",1
"1540","Jaish al-Adl claimed responsibility for the incident and stated that the attack was in retaliation to the execution of 16 Baluchis and for Syrians killed by Iranian Guards.",1
"1541","Jaish as-Saiyouf (Army of Swords) claimed responsibility for the incident and warned women to wear a headscarf when traveling in the city.",1
"1542","Jaish-e-Islam claimed responsibility for the attack and said that it was sectarian in nature.",1
"1543","Jaish-e-Islam claimed responsibility for the incident and stated that it was in retaliation for security operations targeting the group and attacks against Ahl-e Sunnat Wal Jammat (ASWJ) workers in Mastung. However, sources also speculated that the victims, who were Hazara Shiite, may have been targeted as part of a larger trend of sectarian violence between Pakistan's majority Sunni and minority Shiite communities.",1
"1544","Jaish-e-Islam claimed responsibility for the incident, stating that the incident was carried out in revenge for an attack that occurred in Rawalpindi and for an incident in which the Quran was desecrated in Quetta. Sources also speculated that the attack, which targeted Shiite pilgrims, may be part of a larger trend of sectarian violence between Pakistan's  majority Sunni and minority Shiite communities.",1
"1545","Jamaat-al-Fuqra was an Islamic fundamentalist sect that  was against the oppression of Muslims and sought Islamic purity; the group often targeted Hare Krishna temples, and Islamic and Hindu places of worship.",1
"1546","Jama'at al-Tawhid wa al-Jihad wanted the U.S. government to release all Iraqi detainees.",1
"1547","Jamaat-ul-Ahrar claimed responsibility for the incident and stated that Asghar Ali Shah Khilji was targeted because the court in which he worked for represented secularism.",1
"1548","Jamaat-ul-Ahrar claimed responsibility for the incident and stated that Sarfaraz Khan was targeted because they believed he was working with Pakistani intelligence.",1
"1549","Jamaat-ul-Ahrar claimed responsibility for the incident and stated that the attack carried out in retaliation to a recent military operation that killed one of its members.",1
"1550","Jamaat-ul-Ahrar claimed responsibility for the incident and stated that the attack was carried out in retaliation for government executions of Jamaat-ul-Ahrar members.",1
"1551","Jamaat-ul-Ahrar claimed responsibility for the incident and stated that the attack was carried out in retaliation to the alleged oppressive treatment of members of the Muslim community by security personnel.",2
"1552","Jama'atul Mujahideen Bangladesh (JMB) claimed responsibility for the incident and stated that the attack was carried out in an attempt to discredit the government and to gain attention in the West.",1
"1553","Jameel Ahmad, spokesperson for Jamiat ul-Mujahedin (JuM), claimed responsibility for the incident, stating that they were avenging the killings of Tahir and Altaf Ahmad.",1
"1554","Jameel Ahmad, spokesperson for Jamiat ul-Mujahedin (JuM), claimed responsibility for the incident, stating that they were retaliating for the Jammu and Kashmir police's harrassment of Kashmiri youth.",1
